internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks
2025WSHP0586,9/27/2025 21:42,Operations,Dorratrip,Delhi,Immediately,"₹ 10,000 - 15,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics","Certificate, Letter Of Recommendation"
2025WSHP0587,9/27/2025 20:56,Business Development (Sales),Indika AI Private Limited,Delhi,Immediately,"₹ 8,000 - 10,000 /month",4 Months,5 Oct' 25,Nothing,Not Specified,"Business Development, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0588,9/21/2025 14:40,Social Media Marketing,Pixel'O'Media,Jaipur,Immediately,"₹ 7,000 - 10,000 /month",3 Months,12 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, English Proficiency (Spoken), Instagram Marketing, Search Engine Marketing (SEM), Social Media Marketing","Certificate, Letter Of Recommendation"
2025WSHP0589,9/21/2025 14:59,Video Editing/Making,TARS,Work from home,Immediately,"₹ 25,000 - 30,000 /month",6 Months,18 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0590,9/21/2025 14:47,Graphic Design,Odisha Development Management Programme (ODMP),Work from home,Immediately,"₹ 1,000 lump sum",2 Weeks,20 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, CorelDRAW, Creativity, Graphic Design, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0591,9/27/2025 20:39,Import Export Executive,Matrix Exports,Bangalore,Immediately,"₹ 9,000 - 12,000 /month",6 Months,4 Oct' 25,Nothing,"1. Bachelor’s degree in Business Administration, International Trade, or related fields","Effective Communication, MS-Excel, MS-Word",Not Available
2025WSHP0592,9/27/2025 21:27,Graphic Designer Cum Social Media Specialist,Think Tail Global Private Limited,Gurgaon,Immediately,"₹ 8,000 - 10,000 /month",3 Months,16 Oct' 25,Nothing,Not Specified,"Graphic Design, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0593,9/27/2025 21:47,Marketing,Endo-Med Technologies Private Limited,Delhi,Immediately,"₹ 8,000 - 12,000 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Canva, Graphic Design","Certificate, Letter Of Recommendation"
2025WSHP0594,9/21/2025 15:11,Video Editing/Making,Subinfra Project Management Private Limited,Work from home,Immediately,"₹ 6,500 - 55,000 /month",6 Months,16 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Canva, Final Cut Pro, Video Editing, Video Making",Certificate
2025WSHP0595,9/27/2025 21:58,Sales and Marketing,DK Consultancy,Noida,Immediately,"₹ 5,001 - 30,001 /month",2 Months,2 Oct' 25,Nothing,Not Specified,"Sales, Sales Management, Sales Strategy, Sales Support","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0596,9/21/2025 15:53,Content Creator,Reliable First Adcon Private Limited,Work from home,Immediately,"₹ 2,000 - 4,000 /month",3 Months,2 Oct' 25,Nothing,Not Specified,"Community Management, Effective Communication","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0597,9/28/2025 9:58,Interior Design,Duende Designs Private Limited,Pune,Immediately,"₹ 5,000 - 6,000 /month",6 Months,11 Oct' 25,Nothing,Not Specified,"AutoCAD, Autodesk 3ds Max, Google SketchUp, V-Ray",Not Available
2025WSHP0598,9/27/2025 21:50,Content and Social Media Marketing,URE Legal Advocates,Noida,Immediately,"₹ 2,000 /month",6 Months,5 Oct' 25,Nothing,2. Pursuing or Completed MBA (Marketing/Communications/Strategy) / BBA / Mass Communication,"ChatGPT, Instagram Marketing, LinkedIn Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0599,9/21/2025 15:36,Information Technology,NDFM Business World Pvt. Ltd.,Work from home,2. can start the work from home job/internship between 1st Dec'25 and 31st Dec'25,"₹ 1,000 - 1,200 /month",1 week ago,1 Dec - 31 Dec' 25,Nothing,1. Candidates currently enrolled in a degree/diploma in computer science/software/IT-related fields will only be hired.,"Computer Networking, Information architecture, Java, Python","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0600,9/27/2025 22:42,Digital Marketing,Constancia Advisors Pvt Ltd.,Mumbai,Immediately,"₹ 10,000 - 15,000 /month",3 Months,18 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, Instagram Marketing, Video Editing, Video Making","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0601,9/28/2025 10:10,Search Engine Optimization (SEO),Esta Global,Kolkata,Immediately,"₹ 6,000 - 80,000 /month",6 Months,1 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Written), Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0602,9/27/2025 21:36,Video Editing/Making,Astrotalk,Gurgaon,Immediately,"₹ 15,000 - 18,000 /month",3 Months,12 Oct' 25,Nothing,Not Specified,Adobe Premiere Pro,5 Days A Week
2025WSHP0603,9/27/2025 22:39,Media & Public Relations (PR),Veritas Reputation PR Private Limited,Mumbai,Immediately,"₹ 5,000 - 10,000 /month",2 Months,22 Oct' 25,Nothing,2. PGDM/MBA in marketing/PR/advertising.,"Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Public Relations, Social Media Marketing","Certificate, 5 Days A Week"
2025WSHP0604,9/27/2025 20:17,Industrial Design,Gudgudee,Bangalore,Immediately,"₹ 10,000 - 15,000 /month",6 Months,Not Available,Nothing,Not Specified,"AutoCAD, KeyShot, MS-PowerPoint, Rhino, SolidWorks","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0605,9/27/2025 20:16,Sales Executive,Weekday,Bangalore,Immediately,"₹ 33,000 - 58,000 /month",6 Months,15 Oct' 25,Nothing,"1. A student or recent graduate in Business, Marketing, or a related field.",Sales,Not Available
2025WSHP0606,9/21/2025 16:16,Mobile/Web App Developer (Flutter/Flutterflow),Tailor Apps,Work from home,Immediately,"₹ 7,000 - 9,000 /month",3 Months,Not Available,Nothing,Not Specified,"Effective Communication, Firebase, Flutter, Leadership, Mobile Application Development, REST API, Teamwork","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0607,9/21/2025 15:23,Social Media Marketing Strategy,CreditExchange.AI,Work from home,Immediately,"₹ 10,000 - 15,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,"Facebook Ads, Google AdWords, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0608,9/27/2025 21:33,Business Development (Sales),Zulu Club,Gurgaon,Immediately,"₹ 21,000 /month",3 Months,15 Oct' 25,Nothing,Not Specified,"Branding, Community Management, Effective Communication, Field Work, Interpersonal skills, Marketing, Marketing Campaigns, Market research",Not Available
2025WSHP0609,9/27/2025 22:53,Delegate Acquisition,Quantic Business Media Private Limited,Mumbai,Immediately,"₹ 8,000 - 10,000 /month",4 Months,11 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, 5 Days A Week"
2025WSHP0610,9/21/2025 15:46,Video Editing/Making,Analyst Anytime,Work from home,Immediately,"₹ 1,000 /month",6 Months,4 Oct' 25,Nothing,Not Specified,"Email Marketing, Video Editing, Video Making","Flexible, 5 Days A Week"
2025WSHP0611,9/21/2025 15:55,Graphic Design,Fatima Sadaf,Work from home,Immediately,"₹ 5,000 - 6,000 /month",3 Months,8 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Canva","Letter Of Recommendation, 5 Days A Week"
2025WSHP0612,9/27/2025 22:38,Recruitment,Symphoni HR,Mumbai,Immediately,"₹ 10,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Human Resources, Recruitment","Certificate, Letter Of Recommendation"
2025WSHP0613,9/21/2025 16:20,UI/UX Design (Website),SCG Foundation,Work from home,Immediately,"₹ 8,000 - 9,000 /month",4 Months,Not Available,Nothing,"1. Current student or recent graduate in Design, Human-Computer Interaction, Computer Science, or a related field.","CSS, Figma, Framer, Git, HTML 5, React, Redux, Responsive Design","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0614,9/27/2025 21:28,Accounts,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"Accounting, MS-Excel, MS-Office, Tally","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0615,9/21/2025 15:06,1 Week Fundraising,She Can Foundation,Work from home,Immediately,"₹ 1,500 - 10,000 lump sum",1 Week Fundraising,17 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, Flexible, Letter Of Recommendation"
2025WSHP0616,9/27/2025 21:09,Marketing,Stirring Minds,Delhi,Immediately,"₹ 6,000 - 12,000 /month",6 Months,24 Oct' 25,Nothing,Not Specified,"Facebook Ads, Google AdWords, Marketing Automation, Marketing Campaigns, Marketing Strategy, Social Media Marketing","Certificate, Mentorship"
2025WSHP0617,9/27/2025 22:41,Social Media Marketing,Social Pill,Mumbai,Immediately,"₹ 7,999 - 8,000 /month",6 Months,18 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0618,9/27/2025 20:46,Media & Public Relations (PR),Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 30,000 /month",6 Months,15 Oct' 25,Nothing,Not Specified,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0619,9/21/2025 15:30,Business Development (Sales),Career Crown,Work from home,Immediately,"₹ 2,500 - 5,600 /month",2 Months,9 Oct' 25,Nothing,Not Specified,"Email Marketing, English Proficiency (Spoken)","Certificate, Flexible"
2025WSHP0620,9/27/2025 20:50,Graphic Design,G&G GLOBAL,Delhi,Immediately,"₹ 10,000 - 12,000 /month",3 Months,24 Oct' 25,Nothing,"1. Bachelor’s degree or diploma in graphic design, visual communication, or related field.","Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW","Certificate, Flexible, 5 Days A Week"
2025WSHP0621,9/21/2025 15:45,Online Pathophysiology (BSc) Tutoring,Narigiri's Connect To Universe Private Limited,Work from home,Immediately,"₹ 1,000 - 8,000 /month",6 Months,4 Oct' 25,Nothing,1. Conduct virtual tutoring sessions for students studying pathophysiology at the BSc level.,English Proficiency (Spoken),"Certificate, Flexible, Mentorship"
2025WSHP0622,9/27/2025 22:54,Growth,ReelSaga,Mumbai,Immediately,"₹ 35,000 - 50,000 /month",6 Months,10 Oct' 25,Nothing,Not Specified,"Generative AI Tools, Marketing Campaigns, Operations, Process Management, Report Generation","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0623,9/21/2025 15:55,Video Editor (Basic VFX & Motion Graphics),"Vex Digital Group (Melbourne City, Australia)",Work from home,Immediately,"₹ 17,000 - 23,000 /month",3 Months,1 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Audio Editing, Blender 3D, DaVinci Resolve, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0624,9/21/2025 15:39,Project Management,Pawzz,Work from home,Immediately,"₹ 1,500 - 15,000 /month",3 Weeks,8 Oct' 25,Nothing,Not Specified,"Business Analysis, Content Marketing, Content Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Market Analysis, Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0625,9/27/2025 21:10,Social Media Marketing,Mify Solutions Private Limited,Ghaziabad,Immediately,"₹ 7,000 - 10,000 /month",2 Months,23 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Canva, Capcut, Social Media Marketing",Certificate
2025WSHP0626,9/21/2025 15:47,Video Editing/Making,Cliently Inc,Work from home,Immediately,"₹ 5,000 - 10,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,"Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making","Certificate, Letter Of Recommendation"
2025WSHP0627,9/27/2025 20:17,Digital Marketing,ClearTax,Bangalore,Immediately,"₹ 24,000 - 25,000 /month",6 Months,23 Oct' 25,Nothing,"1. Currently enrolled in a Bachelor’s or Master’s program in Marketing, Business,","Client Relationship Management (CRM), Digital Marketing, Facebook Ads, Google AdWords, LinkedIn Ads","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0628,9/27/2025 23:02,sales,BNM Business Solutions LLP,Pune,Immediately,"₹ 15,000 /month",3 Months,4 Oct' 25,Nothing,1. Candidate ready to relocate (Navi Mumbai and Bangalore).,"Client Interaction, Client Relationship, Client Relationship Management (CRM), Sales Strategy","Certificate, Letter Of Recommendation"
2025WSHP0629,9/21/2025 15:54,Sales,Mellow Care,Work from home,Immediately,"₹ 20,000 - 28,000 /month",3 Months,2 Oct' 25,Nothing,Not Specified,"Sales, Sales Management, Sales Support","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0630,9/27/2025 23:16,Chemical Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"Chemistry, Culinary Arts","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0631,9/27/2025 23:20,Site Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 25,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,"Automation, Document Review, System Design","Certificate, Flexible, 5 Days A Week"
2025WSHP0632,9/28/2025 9:50,Telecalling,Inspacco,Pune,Immediately,"₹ 16,000 - 30,000 /month",6 Months,18 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel",Certificate
2025WSHP0633,9/21/2025 15:03,Pre-Sales,FreJun Incorporation,Work from home,Immediately,"₹ 13,600 - 15,000 /month",6 Months,17 Oct' 25,Nothing,Not Specified,"Client Relationship, Effective Communication, Sales Management, Time Management","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0634,9/27/2025 22:34,Python Developer,Ergode IT Services Private Limited,Mumbai,Immediately,"₹ 8,000 - 10,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,"APIs, Automation, Data Cleaning, Data Preprocessing, Integration Testing, NumPy, Pandas, Python","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0635,9/28/2025 10:02,MIS & Reporting,THW - The Healthy World,Pune,Immediately,"₹ 8,000 - 15,000 /month",3 Months,2 Oct' 25,Nothing,"1. Pursuing or completed Bachelor’s degree in Commerce, Business, Data Analytics, or related fields.","MIS, MS-Excel, Report Generation","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0636,9/21/2025 14:56,Inside Sales,Healing Monk LLP,Work from home,Immediately,"₹ 10,000 - 15,000 /month",3 Months,18 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Cold Calling, Computer skills, Effective Communication, Negotiation","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0637,9/21/2025 15:56,Video Editing/Making,ASD Academy,Work from home,Immediately,"₹ 2,000 - 3,000 /month",3 Months,1 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Capcut, Final Cut Pro, Video Editing","Certificate, Flexible"
2025WSHP0638,9/27/2025 20:13,Business Development (Sales),RiseUpp Edutech Private Limited,Bangalore,Immediately,"₹ 17,000 - 27,000 /month",4 Months,22 Oct' 25,Nothing,"1.  Interact with students and working professionals exploring Online MBA, MCA, BBA, and BCA programs.","English Proficiency (Spoken), Sales","Certificate, Letter Of Recommendation"
2025WSHP0639,9/28/2025 9:54,Business Development (Sales),Splash India,Pune,Immediately,"₹ 5,000 - 20,000 /month",3 Months,22 Oct' 25,Nothing,1. MBA (Marketing) students.,"Community Management, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, Operations","Certificate, Letter Of Recommendation, Mentorship"
2025WSHP0640,9/27/2025 21:51,Mechanical Engineering,AVM Healthcare Products Private Limited,Delhi,Immediately,"₹ 15,000 - 20,000 /month",3 Months,5 Oct' 25,Nothing,1. Bachelor's degree in mechanical engineering (master's preferred).,"Computer skills, MS-Excel, MS-Office",Not Available
2025WSHP0641,9/27/2025 23:11,Business Development (Sales),Porlob Technologies,Thane,Immediately,"₹ 8,000 - 10,000 /month",6 Months,Not Available,Nothing,"4. are from Thane, Mumbai, Navi Mumbai only","Client Interaction, Cold Calling, Digital Marketing, Lead Generation, Presentation skills",Certificate
2025WSHP0642,9/27/2025 20:52,Customer Service/Customer Support (Apply only if you are residing in South Delhi),Wicked,Delhi,Immediately,"₹ 15,000 - 25,000 /month",2 Months,18 Oct' 25,Nothing,Not Specified,"Customer Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel","Letter Of Recommendation, 5 Days A Week"
2025WSHP0643,9/27/2025 23:17,Supply Chain Management (SCM),Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,31 Oct' 25,Nothing,Not Specified,"MS-Excel, MS-Office, MS-PowerPoint, MS-Word","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0644,9/27/2025 23:04,Content Writing,Simit Bhagat Studios,Mumbai,Immediately,"₹ 9,000 - 10,000 /month",3 Months,23 Oct' 25,Nothing,Not Specified,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0645,9/21/2025 14:44,Business Development (Sales),Swati Jain,Jaipur,Immediately,"₹ 15,500 - 34,000 /month",6 Months,Not Available,Nothing,Not Specified,"Interpersonal skills, Market research, Sales Strategy, Social Media Marketing",Certificate
2025WSHP0646,9/27/2025 21:58,Full Stack Development,Intelligent Salesman,Gurgaon,Immediately,"₹ 15,000 /month",6 Months,2 Oct' 25,Nothing,Not Specified,"CSS, HTML, JavaScript, MERN, MongoDB, MySQL, Node.js, Python","Certificate, Letter Of Recommendation"
2025WSHP0647,9/27/2025 20:55,Video Editing/Making,HTL Infotech Private Limited,Noida,Immediately,"₹ 6,000 - 12,000 /month",6 Months,1 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making","Certificate, 5 Days A Week"
2025WSHP0648,9/21/2025 16:03,Business Development (Sales),Institute Of Quantum Marketing,Work from home,Immediately,"₹ 3,000 - 6,000 /month",2 Months,Not Available,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), Sales, Sales Management, Sales Support","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0649,9/27/2025 21:53,Accounts Executive,Pahwa Buildwell Private Limited,Delhi,Immediately,"₹ 8,000 - 10,000 /month",3 Months,4 Oct' 25,Nothing,Not Specified,"MS-Excel, MS-Office, Tally",Not Available
2025WSHP0650,9/27/2025 20:15,Sales and Marketing,Intrax Corp,Bangalore,Immediately,"₹ 6,000 - 1,10,000 /month",2 Months,24 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0651,9/27/2025 21:08,Social Media & Content,Eveens Infominds Private Limited,Delhi,Immediately,"₹ 7,000 - 11,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Canva, Capcut, Content Writing, Effective Communication, Interpersonal skills, MS-Excel, Social Media Marketing","Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0652,9/21/2025 15:25,Social Media Marketer,Shop2Sale,Work from home,Immediately,"₹ 3,000 - 5,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,"Canva, Email Marketing, Instagram Marketing","Certificate, Flexible, 5 Days A Week"
2025WSHP0653,9/27/2025 20:43,AWS DevOps Engineer,4x4 Advisory Services Private Limited,Bangalore,Immediately,"₹ 15,000 - 15,001 /month",6 Months,6 Oct' 25,Nothing,Not Specified,"Amazon Web Services (AWS), Ansible, Git, Linux, Terraform",Not Available
2025WSHP0654,9/27/2025 20:53,Content Writing,Banter Marketo,Delhi,Immediately,"₹ 6,000 - 10,000 /month",4 Months,8 Oct' 25,Nothing,Not Specified,"Blogging, Content Editing, Content Writing, Creative Writing, English Proficiency (Spoken)","Certificate, Letter Of Recommendation"
2025WSHP0655,9/21/2025 15:27,Law/Legal,Sunschein International Private Limited,Work from home,Immediately,"₹ 1,000 - 1,200 /month",1 Month,10 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word","Certificate, Letter Of Recommendation"
2025WSHP0656,9/27/2025 21:42,Video Editing/Making,Eksathi,Delhi,Immediately,"₹ 3,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0657,9/27/2025 22:36,Business Development (Sales),Brandframe.ai,Navi Mumbai,Immediately,"₹ 10,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Spoken), MS-Excel, Social Media Marketing","Certificate, Letter Of Recommendation"
2025WSHP0658,9/21/2025 14:43,Creative Design,Symphony Infotech,Jaipur,Immediately,"₹ 5,000 - 6,000 /month",6 Months,Not Available,Nothing,Not Specified,"Adobe Photoshop, Canva","Certificate, Letter Of Recommendation"
2025WSHP0659,9/27/2025 22:14,Business Development (Sales),Mondee,Hyderabad,Immediately,"₹ 10,000 - 12,000 /month",3 Months,17 Oct' 25,Nothing,Not Specified,"Effective Communication, Marketing, Marketing Campaigns","Certificate, Letter Of Recommendation"
2025WSHP0660,9/21/2025 15:46,Telecalling,Forefront Academy,Work from home,Immediately,"₹ 3,000 - 4,000 /month",4 Months,4 Oct' 25,Nothing,Not Specified,"Data Extraction, English Proficiency (Spoken), MS-Excel",Not Available
2025WSHP0661,9/21/2025 15:33,Digital Marketing,Baweja Media,Work from home,Immediately,"₹ 8,000 - 10,000 /month",6 Months,8 Oct' 25,Nothing,1. Only graduates and post-graduates can apply,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Certificate, Flexible"
2025WSHP0662,9/21/2025 15:33,Social Outreach,Pawzz,Work from home,Immediately,"₹ 1,500 - 15,000 /month",1 Month,9 Oct' 25,Nothing,Not Specified,"Advanced Excel, Business Analysis, Business Research, Digital Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Market Analysis","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0663,9/21/2025 15:50,Digital Marketing,"Ashish Singla (Sydney, Australia)",Work from home,Immediately,"₹ 6,000 - 12,000 /month",1 Month,3 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Canva, English Proficiency (Spoken), English Proficiency (Written), Generative AI Tools, Google AdWords, Graphic Design","Certificate, Flexible, Letter Of Recommendation, Mentorship, 5 Days A Week"
2025WSHP0664,9/27/2025 20:20,Social Media Marketing,Fabdiz,Bangalore,Immediately,"₹ 15,000 - 20,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Spoken), Facebook Marketing, Instagram Marketing, Social Media Marketing",Certificate
2025WSHP0665,9/27/2025 21:50,sales,Workzon Business Centre,Gurgaon,Immediately,"₹ 15,000 - 20,000 /month",3 Months,5 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), MS-Excel, Prospecting, Sales Strategy",Not Available
2025WSHP0666,9/27/2025 20:23,Business Development (Sales),JYESTA CORPORATE ENTITY,Bangalore,Immediately,"₹ 25,000 - 33,000 /month",6 Months,19 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025WSHP0667,9/21/2025 14:53,Search Engine Optimization (SEO),Bhramanam,Work from home,Immediately,"₹ 1,000 - 2,000 /month",3 Months,19 Oct' 25,Nothing,Not Specified,"ChatGPT, Digital Marketing, Generative AI Tools, Google Analytics, Google Search Console, Search Engine Optimization (SEO), WordPress","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP0668,9/21/2025 15:57,Personal Assistant (Founders Office),Muncho Technologies Private Limited,Work from home,Immediately,"₹ 5,000 - 7,000 /month",4 Months,1 Oct' 25,Nothing,Not Specified,"Interpersonal skills, Notion, Organizational Development, Time Management","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0669,9/27/2025 22:36,Field Force Transformation In Consumer Product Division,Parag Milk Foods Limited,Mumbai,Immediately,"₹ 9,000 - 10,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Effective Communication, Interpersonal skills, MS-Excel","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0670,9/27/2025 20:57,Web Development,BMARKT TECAMAT PRIVATE LIMITED,Delhi,Immediately,"₹ 10,000 - 15,000 /month",3 Months,27 Oct' 25,Nothing,Not Specified,"Bootstrap, CSS, HTML, JavaScript, jQuery, MySQL, Node.js, PHP",Certificate
2025WSHP0671,9/21/2025 14:58,MBA,Vrati Gupta,Work from home,Immediately,"₹ 5,500 - 7,000 /month",1 Month,18 Oct' 25,Nothing,"1. Students pursuing BBA, MBA, B.Com, Engineering, Supply Chain, Logistics, or related fields.",Presentation skills,Certificate
2025WSHP0672,9/27/2025 20:56,Electronics Engineering,DyfoLabs,Noida,Immediately,"₹ 5,000 - 10,000 /month",4 Months,12 Oct' 25,Nothing,Not Specified,"Arduino, C Programming, English Proficiency (Spoken), Hindi Proficiency (Spoken), Internet of Things (IoT)","Certificate, Letter Of Recommendation"
2025WSHP0673,9/27/2025 22:29,Promoter,WeMakeScholars,Mangalore,Immediately,"₹ 6,000 - 14,000 /month",2 Months,25 Oct' 25,Nothing,3. Target students who are considering studying overseas.,"Digital Marketing, Effective Communication, Networking","Certificate, Flexible, Letter Of Recommendation"
2025WSHP0674,9/27/2025 21:15,Influencer Marketing,Teamwork Communications Private Limited,Delhi,Immediately,"₹ 7,000 - 8,000 /month",3 Months,19 Oct' 25,Nothing,Not Specified,"Influencer Marketing, Social Media Marketing","Certificate, 5 Days A Week"
2025WSHP0675,9/21/2025 15:48,Human Resources (HR),The VM Services - Mobomo,Work from home,Immediately,"₹ 8,000 - 10,000 /month",3 Months,3 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Office","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP0676,9/27/2025 21:05,E-commerce Associate,SW Cybernetics,Noida,Immediately,"₹ 7,000 - 7,500 /month",3 Months,25 Oct' 25,Nothing,Not Specified,"MS-Excel, MS-PowerPoint, MS-Word",Not Available
2025WSHP0677,9/28/2025 9:52,Content Creator and Digital Marketer,Urban Birdie,Pune,Immediately,"₹ 8,000 - 10,000 /month",3 Months,25 Oct' 25,Nothing,Not Specified,"AI Image Generation, AI Video Generation, Content Editing, Graphic Design, Image Editing, Photography","Letter Of Recommendation, 5 Days A Week"
